0||0||1|45.869444,-66.531667|5;CZQM�CYFC_GND�000�000
2||0||1|44.880833,-63.508611|7;CZQM�CYHZ_GND�000�000
3||0||1|46.112222,-64.6825|7;CZQM�CYQM_GND�000�000
5||0||1|44.984444,-64.916944|7;CZQM�CYZX_GND�000�000
11||3500||1|45.869444,-66.531667|5;CZQM�CYFC_TWR�000�035
12||3500||1|44.880833,-63.508611|7;CZQM�CYHZ_TWR�000�035
13||3500||1|46.112222,-64.6825|7;CZQM�CYQM_TWR�000�035
14||3500||1|44.984444,-64.916944|7;CZQM�CYZX_TWR�000�035
15||3500||1|48.94,-54.568611|7;CZQX�CYQX_TWR�000�035
16||4000||1|53.319167,-60.425833|10;CZQX�CYYR_TWR�000�040
17||3500||1|47.618611,-52.751944|7;CZQX�CYYT_TWR�000�035
18||23500||0|45.2257311111111,-64.45484|45.3789013888889,-64.1448547222222|45.3789013888889,-64.1448547222222|45.4445247222222,-64.0032488888889|45.5007830555556,-63.8385805555556|45.5307755555556,-63.6933530555556|45.5463077777778,-63.5651577777778|45.5432519444444,-63.4275719444444|45.5282697222222,-63.3021622222222|45.4986091666667,-63.1713127777778|45.4986091666667,-63.1713127777778|45.4516111111111,-63.0380230555556|45.4516111111111,-63.0380230555556|45.3886688888889,-62.91206|45.3349113888889,-62.8291336111111|45.2720225,-62.757405|45.1866663888889,-62.6776772222222|45.0984405555556,-62.6318161111111|45.0304169444444,-62.5986102777778|44.9426147222222,-62.5780975|44.8592875,-62.5792652777778|44.7552886111111,-62.5926319444444|44.7040513888889,-62.3608288888889|44.7040513888889,-62.3608288888889|44.6018008333333,-62.4074416666667|44.5180869444444,-62.4582413888889|44.4279836111111,-62.5277619444444|44.3311202777778,-62.6279380555556|44.2420788888889,-62.7567219444444|44.1754302777778,-62.8857561111111|44.1167891666667,-63.0374305555556|44.0763141666667,-63.2052261111111|44.0550191666667,-63.3431680555556|44.0450194444444,-63.4914061111111|44.0463894444444,-63.6074922222222|44.0629219444444,-63.7562477777778|44.0839536111111,-63.8670263888889|44.1277727777778,-64.0187397222222|44.1692197222222,-64.1266513888889|44.2302416666667,-64.2453936111111|44.3070694444444,-64.3627647222222|44.4212105555556,-64.1871697222222|44.6936327777778,-64.5012033333333|44.6936327777778,-64.5012033333333|44.8181594444444,-64.3859258333333|44.9255502777778,-64.3465827777778|45.0225713888889,-64.3415413888889|45.1187388888889,-64.3698380555555|45.2257311111111,-64.45484;CZQM�CYHZ_APP�000�235
19||28500||0|45.4516111111111,-63.0380230555556|45.4521516666667,-63.0383222222222|45.4986091666667,-63.1713127777778|45.4986091666667,-63.1713127777778|45.5282697222222,-63.3021622222222|45.5432519444444,-63.4275719444444|45.5463077777778,-63.5651577777778|45.5307755555556,-63.6933530555556|45.5007830555556,-63.8385805555556|45.4445247222222,-64.0032488888889|45.3789013888889,-64.1448547222222|45.3789013888889,-64.1448547222222|45.7675,-64.9327777777778|45.9533333333333,-65.3183333333333|46.5136111111111,-65.3097222222222|46.5136111111111,-65.3097222222222|46.6925,-64.0972222222222|46.8466666666667,-62.9502777777778|46.8466666666667,-62.9502777777778|46.2813888888889,-62.3625|45.4516111111111,-63.0380230555556;CZQM�CYQM_APP�000�285
20||28500||0|44.6751938888889,-65.7625261111111|44.7897219444444,-65.4519477777778|44.9246058333333,-65.5146030555556|45.0447219444444,-65.5119711111111|45.1545030555556,-65.4660441666667|45.2369358333333,-65.3965002777778|45.3015483333333,-65.3086113888889|45.3778972222222,-65.1229713888889|45.3987638888889,-64.89936|45.366095,-64.7030983333333|45.2912769444444,-64.5356377777778|45.2257311111111,-64.45484|45.2257311111111,-64.45484|45.3789013888889,-64.1448547222222|45.3789013888889,-64.1448547222222|45.7675,-64.9327777777778|45.9533333333333,-65.3183333333333|46.5136111111111,-65.3097222222222|46.5136111111111,-65.3097222222222|46.1430555555556,-67.2166666666667|46.1430555555556,-67.2166666666667|45.825,-67.5833333333333|45.7833333333333,-67.8069444444444|45.625,-67.775|44.9333333333333,-67|44.41675,-66.99942|44.41675,-66.99942|44.6751938888889,-65.7625261111111;CZQM�CYSJ_APP�000�285
21||9500||0|45.2257311111111,-64.45484|45.1187388888889,-64.3698380555555|45.0225713888889,-64.3415413888889|44.9255502777778,-64.3465827777778|44.8181594444444,-64.3859258333333|44.6936327777778,-64.5012033333333|44.6936327777778,-64.5012033333333|44.6093377777778,-64.6573986111111|44.5670641666667,-64.8645738888889|44.5679588888889,-65.0259069444444|44.5893647222222,-65.1344397222222|44.3620716666667,-65.2782902777778|44.4087213888889,-65.4068336111111|44.4661536111111,-65.5263747222222|44.5693175,-65.6660125|44.6751938888889,-65.7625261111111|44.6751938888889,-65.7625261111111|44.7897219444444,-65.4519477777778|44.9246058333333,-65.5146030555556|45.0447219444444,-65.5119711111111|45.1545030555556,-65.4660441666667|45.2369358333333,-65.3965002777778|45.3015483333333,-65.3086113888889|45.3778972222222,-65.1229713888889|45.3987638888889,-64.89936|45.366095,-64.7030983333333|45.2912769444444,-64.5356377777778|45.2257311111111,-64.45484;CZQM�CYZX_APP�000�095
