0|2896|17
1|2896|35
2|2189|17
3|2189|35
4|2201|11
5|2201|29
6|2202|10L
7|2202|28R
8|2202|10R
9|2202|28L
10|2203|07
11|2203|25
12|2204|09
13|2204|27
14|2205|14
15|2205|32
16|2206|10
17|2206|28
18|2207|05
19|2207|23
20|2208|16
21|2208|34
22|2209|04
23|2209|22
24|2210|04
25|2210|22
26|2210|13
27|2210|31
28|2658|09
29|2658|27
30|2661|12
31|2661|30
32|2662|14
33|2662|32
34|2667|15
35|2667|33
36|2775|12
37|2775|30
38|2776|17
39|2776|35
40|2777|13
41|2777|31
42|2778|15
43|2778|33
44|2779|11
45|2779|29
46|2780|09
47|2780|27
48|2890|01
49|2890|19
50|2891|16
51|2891|34
52|2893|12
53|2893|30
54|2894|11
55|2894|29
56|2895|18
57|2895|36
58|2898|14
59|2898|32
60|2899|01L
61|2899|19R
62|2899|01R
63|2899|19L
64|2899|16
65|2899|34
