0|1567|17
1|1567|35
2|1567|07
3|1567|25
4|1569|22
5|1569|04
6|1571|08
7|1571|26
8|1573|15
9|1573|33
10|1575|05
11|1575|23
12|1578|04
13|1578|22
14|1578|09
15|1578|27
16|1578|18
17|1578|36
18|1589|18
19|1589|36
20|1589|05
21|1589|23
22|1591|05L
23|1591|23R
24|1591|05R
25|1591|23L
26|1600|02
27|1600|20
28|1609|07
29|1609|25
30|1633|12
31|1633|30
32|1631|09
33|1631|27
34|1635|09
35|1635|27
36|1636|08
37|1636|26
38|1641|09
39|1641|27
40|1641|14
41|1641|32
42|1644|08
43|1644|26
44|1645|02
45|1645|20
46|1652|07
47|1652|25
48|1652|12
49|1652|30
50|1653|12
51|1653|30
52|1655|06
53|1655|24
54|1655|10
55|1655|28
56|1655|14
57|1655|32
58|1660|08
59|1660|26
60|1661|09
61|1661|27
62|1662|08
63|1662|26
64|1663|02
65|1663|20
66|1663|06
67|1663|24
68|1664|03
69|1664|21
70|1670|08L
71|1670|26R
72|1670|08R
73|1670|26L
74|1672|18
75|1672|36
76|1672|08R
77|1672|26L
78|1672|08L
79|1672|26R
80|1674|09
81|1674|27
82|1676|06
83|1676|24
84|1680|09L
85|1680|27R
86|1680|09R
87|1680|27L
88|1686|05
89|1686|23
90|1687|03
91|1687|21
92|1692|06
93|1692|24
94|1692|01
95|1692|19
96|1697|10
97|1697|28
98|1699|02
99|1699|20
100|1701|14
101|1701|32
102|1702|07
103|1702|25
104|1703|04
105|1703|22
106|1704|03
107|1704|21
108|1704|08
109|1704|26
110|1705|07
111|1705|25
112|1707|05
113|1707|23
114|1709|09
115|1709|27
116|1717|14
117|1717|32
118|1717|01
119|1717|19
120|1720|09
121|1720|27
122|1720|15
123|1720|33
124|1721|06
125|1721|24
126|1721|09
127|1721|27
128|1721|15
129|1721|33
130|1722|13
131|1722|31
132|1723|16
133|1723|34
134|1724|05
135|1724|23
136|1724|11
137|1724|29
138|1725|05
139|1725|23
140|1727|06
141|1727|24
142|1730|12
143|1730|30
144|1730|03
145|1730|21
146|1731|06
147|1731|24
148|1731|17
149|1731|35
150|1732|06
151|1732|24
152|1733|09
153|1733|27
154|1734|18
155|1734|36
156|1735|07
157|1735|25
158|1735|11
159|1735|29
160|1735|15
161|1735|33
162|1745|05
163|1745|23
164|1745|10
165|1745|28
166|1749|05
167|1749|23
168|1753|09
169|1753|27
170|1763|04
171|1763|22
172|1766|06R
173|1766|24L
174|1766|06L
175|1766|24R
176|1772|06
177|1772|24
178|1772|06G
179|1772|24G
180|1772|35
181|1772|00
182|1773|03
183|1773|21
184|1774|08
185|1774|26
186|1775|06
187|1775|24
188|1778|01
189|1778|19
190|1798|07
191|1798|25
192|1804|07
193|1804|25
