0|4208|01
1|4208|19
2|4223|12
3|4223|30
4|4209|05
5|4209|23
6|4210|04
7|4210|22
8|4211|05
9|4211|23
10|4212|17
11|4212|35
12|4233|02
13|4233|20
14|4214|18
15|4214|36
16|4213|03
17|4213|21
18|4215|08
19|4215|26
20|4216|01
21|4216|19
22|4216|10
23|4216|28
24|4239|01
25|4239|20
26|4239|12
27|4239|30
28|4218|01
29|4218|19
30|4242|08
31|4242|26
32|4248|05
33|4248|23
34|4248|12
35|4248|30
36|4244|07
37|4244|25
38|4244|15
39|4244|33
40|4217|01
41|4217|19
42|4217|13
43|4217|31
44|4251|05
45|4251|23
46|4251|15
47|4251|33
48|4256|07
49|4256|25
50|4219|14
51|4219|32
52|4220|02
53|4220|20
54|4221|04
55|4221|22
56|4221|12
57|4221|30
58|4222|05
59|4222|23
60|4203|09
61|4203|27
62|4196|06
63|4196|24
64|4198|05
65|4198|23
66|4200|11
67|4200|29
68|4197|18
69|4197|36
70|1904|12
71|1904|30
