0|5982|07
1|5982|25
2|5983|02
3|5983|20
4|5984|01
5|5984|19
6|5985|06
7|5985|24
8|5985|13
9|5985|31
10|5986|05
11|5986|23
12|5988|02
13|5988|20
14|5989|17
15|5989|35
16|5992|09
17|5992|27
18|5994|09
19|5994|27
20|5996|10
21|5996|28
22|6000|06
23|6000|24
24|6003|17
25|6003|35
26|6004|06
27|6004|24
28|6006|18
29|6006|36
30|6007|09
31|6007|27
32|6008|04
33|6008|22
34|6010|02
35|6010|20
36|6011|04
37|6011|22
38|6012|09
39|6012|27
40|6013|14
41|6013|32
42|6014|17
43|6014|35
44|5997|14
45|5997|32
