0||0||0|50.4559391666667,4.43579583333333|50.4657694444444,4.46971277777778|50.4641583333333,4.47085|50.4544277777778,4.43696|50.4559391666667,4.43579583333333;EBCI_GND_SCT
1||0||0|51.1868966666667,4.47291388888889|51.1917044444444,4.45176583333333|51.1932294444444,4.45259833333333|51.1922269444444,4.45754583333333|51.1928194444444,4.45895138888889|51.1906261111111,4.46888583333333|51.1882333333333,4.47378611111111|51.1868966666667,4.47291388888889;EBAW_GND_SCT
2||0||0|50.9009466666667,4.49293888888889|50.9070716666667,4.49583277777778|50.8954194444444,4.45402305555556|50.8996222222222,4.45132416666667|50.9059216666667,4.473405|50.9067555555556,4.47390305555556|50.9088816666667,4.47947861111111|50.9086508333333,4.48022694444444|50.9171658333333,4.49977416666667|50.9154494444444,4.50040305555556|50.9189786111111,4.50205416666667|50.9179561111111,4.50667611111111|50.9179561111111,4.50667611111111|50.9025252777778,4.50050472222222|50.9009466666667,4.49293888888889;EBBR_N_GND_SCT
3||0||0|50.9179561111111,4.50667611111111|50.9137025,4.50783972222222|50.8998402777778,4.50275333333333|50.8979005555556,4.50899083333333|50.9010308333333,4.52331416666667|50.9007891666667,4.52681805555556|50.8993030555556,4.52823777777778|50.8982116666667,4.52768055555556|50.8973858333333,4.52588555555556|50.8916072222222,4.4994675|50.8905641666667,4.498825|50.8896072222222,4.49461055555556|50.8857269444444,4.49315055555556|50.8843486111111,4.49164472222222|50.8835791666667,4.48846777777778|50.8865669444444,4.4876525|50.8895866666667,4.48934583333333|50.8876033333333,4.48035555555556|50.8880919444444,4.47658805555556|50.8898730555556,4.47481972222222|50.8908944444444,4.47789472222222|50.8938508333333,4.49004472222222|50.9009466666667,4.49293888888889|50.9009466666667,4.49293888888889|50.9025252777778,4.50050472222222|50.9179561111111,4.50667611111111;EBBR_S_GND_SCT
4||0||0|51.1972025,2.85109555555556|51.20359,2.89420944444444|51.2048833333333,2.89609361111111|51.2049677777778,2.89780916666667|51.2042036111111,2.89918055555556|51.2022488888889,2.89993972222222|51.1956197222222,2.85176222222222|51.1972025,2.85109555555556;EBOS_GND_SCT
5||0||0|50.6503025,5.467295|50.6256952777778,5.42805111111111|50.6272213888889,5.42563166666667|50.6312511111111,5.42778666666667|50.6491341666667,5.45606638888889|50.6516852777778,5.46502666666667|50.6503025,5.467295;EBLG_GND_SCT
6||2500||0|50.6338888888889,5.62666666666667|50.5202777777778,5.44472222222222|50.5114352777778,5.42794083333333|50.507535,5.41829388888889|50.5041833333333,5.40815027777778|50.5014058333333,5.3975875|50.4992236111111,5.38668527777778|50.4976527777778,5.37552638888889|50.4967055555556,5.36419527777778|50.4963888888889,5.35277777777778|50.4967055555556,5.34136027777778|50.4976527777778,5.33002916666667|50.4992236111111,5.31887027777778|50.5014058333333,5.30796805555556|50.5041833333333,5.29740527777778|50.507535,5.28726166666667|50.5114352777778,5.27761472222222|50.5158547222222,5.26853722222222|50.5207597222222,5.26009805555556|50.5261133333333,5.25236194444444|50.5318747222222,5.24538722222222|50.5380002777778,5.2392275|50.5444436111111,5.23392944444444|50.5511555555556,5.22953388888889|50.5580852777778,5.22607472222222|50.56518,5.22357861111111|50.5723861111111,5.22206472222222|50.5796486111111,5.221545|50.5869119444444,5.22202444444444|50.5941213888889,5.22349916666667|50.6012216666667,5.22595861111111|50.6081588888889,5.22938472222222|50.6148797222222,5.23375166666667|50.6213336111111,5.23902638888889|50.6274708333333,5.24516888888889|50.6332444444444,5.25213333333333|50.6386108333333,5.25986583333333|50.7533333333333,5.4425|50.7533333333333,5.4425|50.7618494444444,5.4591575|50.7657613888889,5.46884527777778|50.7691236111111,5.47903666666667|50.7719102777778,5.48965388888889|50.7741,5.50061583333333|50.7756761111111,5.51183861111111|50.7766266666667,5.52323638888889|50.7769444444444,5.53472222222222|50.7766266666667,5.54620805555556|50.7756761111111,5.55760583333333|50.7741,5.56882861111111|50.7719102777778,5.57979055555556|50.7691236111111,5.59040777777778|50.7657613888889,5.60059916666667|50.7618494444444,5.61028694444444|50.7574175,5.61939694444444|50.7524997222222,5.62786|50.7471333333333,5.63561138888889|50.7413594444444,5.6425925|50.7352222222222,5.64875|50.7287683333333,5.6540375|50.7220475,5.658415|50.7151102777778,5.66184916666667|50.70801,5.66431472222222|50.7008005555556,5.66579305555556|50.6935372222222,5.66627333333333|50.6862747222222,5.66575222222222|50.6790686111111,5.66423472222222|50.6719738888889,5.66173222222222|50.6650441666667,5.65826472222222|50.6583322222222,5.65385861111111|50.6518888888889,5.64854777777778|50.6457633333333,5.64237277777778|50.6400022222222,5.63538138888889|50.6346486111111,5.62762611111111|50.6338888888889,5.62666666666667;EBLG_TWR_SCT
7||2500||0|50.3669941666667,4.48721833333333|50.3352788888889,4.2818825|50.3342369444444,4.26946083333333|50.3338888888889,4.25694444444444|50.3342369444444,4.24442805555556|50.3352788888889,4.23200638888889|50.3370063888889,4.21977361111111|50.3394066666667,4.20782194444444|50.3424616666667,4.19624222222222|50.3461477777778,4.18512194444445|50.3504375,4.17454583333333|50.3552983333333,4.16459361111111|50.3606930555556,4.15534111111111|50.3665813888889,4.14685861111111|50.3729183333333,4.13921111111111|50.3796558333333,4.13245638888889|50.3867427777778,4.12664638888889|50.3941255555556,4.12182583333333|50.4017477777778,4.11803138888889|50.4095516666667,4.1152925|50.4174783333333,4.11363083333333|50.4254669444444,4.11305916666667|50.4334566666667,4.1135825|50.4413872222222,4.11519722222222|50.4491977777778,4.11789222222222|50.4568288888889,4.12164666666667|50.4642225,4.12643305555556|50.4713222222222,4.13221527777778|50.4780738888889,4.13894944444445|50.4844255555556,4.14658444444444|50.4903291666667,4.1550625|50.4957394444444,4.16431916666667|50.5006152777778,4.17428388888889|50.5049188888889,4.18488083333333|50.5086177777778,4.19602888888889|50.5116836111111,4.20764305555556|50.5549066666667,4.4887375|50.5549066666667,4.4887375|50.3669941666667,4.48721833333333;EBCI_TWR1_SCT
8||2500||0|50.5549066666667,4.4887375|50.5622222222222,4.54111111111111|50.5622222222222,4.54111111111111|50.5631455555556,4.56963944444444|50.5587033333333,4.59940444444444|50.5499169444444,4.63454944444444|50.5405636111111,4.65253416666667|50.5237566666667,4.67759083333333|50.5039372222222,4.69357722222222|50.4911111111111,4.70027777777778|50.4911111111111,4.70027777777778|50.4872205555556,4.70160666666667|50.47929,4.70322333333333|50.4713,4.70374694444444|50.4633113888889,4.70317472222222|50.455385,4.70151138888889|50.4475808333333,4.69876972222222|50.4399586111111,4.69497166666667|50.4325758333333,4.69014611111111|50.4254888888889,4.68433055555556|50.4187513888889,4.67756944444444|50.4124147222222,4.66991444444445|50.4065263888889,4.66142388888889|50.4011313888889,4.6521625|50.3962708333333,4.64220055555556|50.3919811111111,4.63161416666667|50.3882947222222,4.62048305555556|50.38524,4.60889222222222|50.3669941666667,4.48721833333333|50.3669941666667,4.48721833333333|50.5549066666667,4.4887375;EBCI_TWR2_SCT
9||2500||0|51.0755555555556,4.3125|51.0759597222222,4.31157277777778|51.0830269444444,4.29685944444444|51.0908708333333,4.28317805555556|51.0994327777778,4.27063222222222|51.1086475,4.25931805555556|51.1184455555556,4.24932138888889|51.1287527777778,4.24071944444444|51.1394905555556,4.23357777777778|51.1505777777778,4.22795194444444|51.1619302777778,4.22388555555556|51.1734619444444,4.22141083333333|51.1850847222222,4.2205475|51.1967105555556,4.22130388888889|51.2082508333333,4.223675|51.2196177777778,4.22764388888889|51.2307241666667,4.23318194444444|51.2414858333333,4.24024777777778|51.2518205555556,4.24878833333333|51.2616488888889,4.25873944444444|51.2683333333333,4.26666666666667|51.2683333333333,4.62694444444444|51.2683333333333,4.62694444444444|51.1680555555556,4.79611111111111|51.1680555555556,4.79611111111111|51.0755555555556,4.3125;EBAW_TWR1_SCT
